:q	to_Z_0	to_Z_1	to_Z_2	to_Z_3	to_Z_4	to_Z_5	to_Z_6	to_Z_7	to_Z_8	to_Z_9	to_Z_10	to_Z_11	to_Z_12	to_Z_13	to_Z_14	to_Z_15	to_Z_16	to_Z_17	to_Z_18	to_Z_19	to_Z_20	to_Z_21	to_Z_22	to_Z_23	to_Z_24	to_Z_25	to_Z_26	to_Z_27	to_Z_28	to_Z_29	to_Z_30	to_Z_31	to_Z_32	to_Z_33	to_Z_34	to_Z_35	to_Z_36	to_Z_37	to_Z_38	to_Z_39
from_Z_20	0.00887650877238	0.0543263160648	0.0195183935759	0.0808373461493	0.0140259006609	0.0279196083901	0.00881897014527	0.0261425079942	0.0254510924026	0.0194171234892	0.0330741933619	0.0176105706218	0.0169519491467	0.0152570391575	0.0855524538436	0.0312355306459	0.0147687484083	0.0151766232749	0.00699321455948	0.0137568166905	0.0185338945227	0.0150511583663	0.0125555619508	0.00915179026798	0.0138612792038	0.0148142572381	0.0227495362885	0.0118425086187	0.0650852192331	0.0207238501025	0.0089294788979	0.0611976808175	0.00996704623679	0.0161058437372	0.0183596907242	0.0253654779558	0.0181144657441	0.0552164223962	0.0315708466914	0.0150930836514
from_Z_21	0.00866687463706	0.0594319081108	0.0180155257874	0.0635412505754	0.020940227952	0.0191846679898	0.0110105152946	0.0161620710649	0.00877620738921	0.0131073267977	0.0313060372327	0.033342242434	0.0167094343303	0.0214275169255	0.122024262058	0.0128386232021	0.0211367033714	0.0117223442925	0.0204875828591	0.0152954564348	0.0313004317743	0.0110902636574	0.024566114766	0.0239476685057	0.0179957082451	0.0106689826858	0.0210446626024	0.020566477396	0.0118589713009	0.0379350481805	0.00999066548091	0.0426967029281	0.0109119962123	0.0173536635923	0.0251375689858	0.0214914976531	0.0153317235172	0.0507435993243	0.0171087104116	0.0331327640415
from_Z_22	0.0152353787724	0.0258796310998	0.0244016611553	0.0452595648111	0.0203238846323	0.0198933925262	0.0154522886267	0.0189363790474	0.0143472516439	0.0161848268613	0.0437568190609	0.0157216414779	0.0289397361505	0.0147285360224	0.0516204464968	0.0207448271972	0.0185094975379	0.0156991165325	0.0187269534936	0.0153167205496	0.034180107426	0.033919147297	0.0201219389999	0.0142688831611	0.0311587579154	0.017216158533	0.0239196841458	0.0392250561438	0.0227765408081	0.0269036208926	0.0420987497793	0.0283542531876	0.0364737180723	0.0132660258902	0.026089256622	0.0277374333799	0.0166782725717	0.0454376730384	0.023218412995	0.0172777554452
from_Z_23	0.0213103991663	0.0297310773104	0.02342850872	0.0543249040359	0.0135152836777	0.0247286168327	0.0245022203819	0.0229749245574	0.0267918022454	0.021155503538	0.123757389096	0.012743380749	0.0248368854356	0.0206810497983	0.0493135020162	0.0110850493836	0.0334987947155	0.0122297645374	0.0156379143244	0.0108093072805	0.0167139759885	0.0183128449851	0.022020562607	0.0152170942865	0.025324621418	0.0229125289058	0.0384805983457	0.0164758091856	0.00913587944405	0.0202436594043	0.00942980741154	0.0370903316074	0.0138847060606	0.0157746930934	0.0185407945895	0.0328130072965	0.0131529851203	0.0314179259652	0.0166557405222	0.0293461559606
from_Z_24	0.019217544634	0.0279288665444	0.0194048845048	0.0279752720669	0.0234648944913	0.0253120006055	0.0363621980531	0.0227833523378	0.0190473060094	0.0203546096506	0.0229444248504	0.0207186218769	0.0290382378823	0.0236098899866	0.0580794576767	0.0221129747516	0.021152705224	0.0206440813304	0.0185023302485	0.0220176427094	0.0259012704823	0.0214880396329	0.0211639022686	0.0197389582012	0.0243651915874	0.0222027761157	0.0257392344315	0.0235865305932	0.0243728382915	0.0319475463586	0.0200223936139	0.0228347598038	0.0230023749784	0.0240723535967	0.0216985384983	0.0288538378312	0.0215990937627	0.0268626032404	0.0291318246399	0.0407446366373
from_Z_25	0.0150171668791	0.0568554916173	0.0173987384734	0.0916286046955	0.0171825515507	0.0246117630088	0.0112820604938	0.019508235565	0.0143113741876	0.0163102320983	0.0216866692628	0.013538462054	0.0196588252733	0.0182204066988	0.0824339698109	0.0152417663517	0.0257111676041	0.0164425534275	0.0162062134222	0.0163754606673	0.035505949622	0.0163004733808	0.0246765950489	0.0119269503246	0.0252624478854	0.0173763276491	0.0365498553683	0.0155709828106	0.0170963793151	0.0257978208409	0.0134610835705	0.0309546853772	0.0137724536807	0.0201825613646	0.0181720894709	0.0298482844431	0.0175484720599	0.0561782421685	0.0193227630104	0.0248738694663
from_Z_26	0.0117107777862	0.0256805297475	0.0102102604303	0.0125525017273	0.0194025978079	0.0167173216566	0.0139540047499	0.0497711032111	0.00952916760734	0.0209979635372	0.0128167648103	0.0135483382614	0.0892182082208	0.0165704518207	0.016990475512	0.0182971236078	0.0153365947293	0.0256732194743	0.0100832217489	0.0147552863684	0.022000134394	0.0525541192981	0.0146363978957	0.00923024025408	0.0184193562951	0.014673653948	0.0213055293304	0.021313906088	0.0381100678626	0.0395365680249	0.0103373793081	0.0184841051593	0.0214700881376	0.0492899804896	0.0294660790776	0.0559629517867	0.0129007075038	0.0197678073805	0.0862003038292	0.0205247111218
from_Z_27	0.0109050775684	0.0312010720457	0.0138763108437	0.0410856501283	0.0182353963503	0.0385984342186	0.00975599804324	0.0247150660011	0.0169084089189	0.0193720555312	0.0466039484152	0.0211474611691	0.0252850355272	0.0259582059613	0.048642755214	0.0196954686604	0.018400787987	0.0162439921405	0.0129046405	0.015955497061	0.0267497933951	0.013843260491	0.0298705376231	0.0150509483312	0.018866408695	0.0150733297722	0.0248628943045	0.0204329514853	0.0358415427885	0.0336595124921	0.0133093223892	0.063113044935	0.013268263994	0.0339550733602	0.0176064191781	0.0322481092709	0.031921808551	0.034737392555	0.023726368039	0.0263717560645
from_Z_28	0.0137322118878	0.0511406505355	0.0161852053419	0.0442330775797	0.0218883575208	0.0199933000392	0.0146970346606	0.0176121796179	0.012344208698	0.0134082703877	0.0213274123918	0.0132348998768	0.0158528946332	0.0152303707336	0.147274300476	0.0137294925966	0.0174830790184	0.0138699805655	0.0610844311101	0.0144897474209	0.0455587780596	0.0136835274727	0.0578031371738	0.0150768327416	0.0157091078388	0.0131785617254	0.01842068021	0.0164350800464	0.0170138186153	0.0210459121404	0.0131059181417	0.0329029129017	0.0133531080584	0.0179459312149	0.0143691751373	0.0241478608364	0.0162684296956	0.0386557980644	0.0171851535493	0.0193291712836
from_Z_29	0.0183012185882	0.0615362932154	0.0467254540017	0.050916888645	0.0241862534522	0.0193351733088	0.0165623613442	0.00951912251765	0.0286135967312	0.0149575574915	0.0189394981064	0.010971183495	0.0276929936919	0.0130133661708	0.0187825407859	0.0103936726538	0.0157609739333	0.0116556904099	0.00531448075029	0.0274980085408	0.0326013516715	0.0478573602283	0.030828666618	0.0177343971929	0.0153820567695	0.0379382253866	0.0182235946	0.00824158522565	0.0101335466853	0.0575789281884	0.00756399919966	0.0459487218083	0.0289384999279	0.00738065717309	0.0181861280111	0.0205524238084	0.00881790597197	0.0615127465163	0.0196969044054	0.0542059727776
from_Z_30	0.0108952581691	0.0826786206902	0.00985371628647	0.0399805414956	0.0116054586953	0.0221184139717	0.0121244717948	0.016096348911	0.00747765107159	0.01247286413	0.0432239083064	0.0117715996516	0.0323992282652	0.00916167351273	0.0309734858366	0.0131694436619	0.0292780359257	0.0451302816756	0.0164223632343	0.00932772096801	0.0290041451549	0.0243293038387	0.0610811565802	0.0105155172898	0.0168154437757	0.0724560190416	0.0257941810447	0.0429105577154	0.0137356709327	0.0227157047475	0.0122032435001	0.0293489513593	0.0165866149544	0.0160979729232	0.0233222918474	0.0306466980129	0.0149102783251	0.025038727319	0.0241756425266	0.022150792857
from_Z_31	0.0148453509148	0.0488836453766	0.0209999053854	0.0915351523932	0.0355343048424	0.0184579691289	0.00976910637225	0.0197039743342	0.0175121435841	0.0134240259932	0.0251721839657	0.0132531652925	0.0166564061388	0.0139179291541	0.0881917711318	0.0115105212123	0.0174504127399	0.0146479341735	0.0209658093252	0.0154173809298	0.0371625291278	0.0138533096628	0.0143952136268	0.0108079972848	0.0189427518907	0.0201469269978	0.0205624666137	0.0231828138582	0.0135395127341	0.014752260323	0.0113094867475	0.0310678124723	0.0184065898465	0.0232663422839	0.0292099457147	0.0222839918322	0.0128650262745	0.0695585159252	0.0228276144905	0.0440097999044
from_Z_32	0.00787168764954	0.0413633688536	0.0355559317188	0.112066748265	0.0162522451678	0.0340947830753	0.00389178243921	0.0160705820776	0.0266706987548	0.0162883486906	0.0549514046963	0.0104929122914	0.0240972882719	0.0325350088833	0.0539156077656	0.0165503577674	0.0200757883481	0.012375748227	0.0039335007332	0.012005979501	0.0242902584734	0.0201618971847	0.0186972021553	0.0129647222576	0.021007477582	0.012876321444	0.0502386165107	0.00612009429999	0.014439318088	0.0141696742711	0.0076493131098	0.0669557481703	0.0107190125449	0.0218412719791	0.0127628023185	0.0287824979213	0.00962497292662	0.0479543964802	0.0119110832571	0.035773545848
from_Z_33	0.0123355035985	0.0313256461749	0.0144591447769	0.0372243796932	0.0477854020609	0.0202330468379	0.0248840357282	0.0196225359961	0.0119464714477	0.0228825902164	0.0255006011269	0.0181276508953	0.0494426837235	0.0182443078279	0.0217772048094	0.0128806540988	0.0181701849541	0.0158590320918	0.013836318394	0.0124318627788	0.0313774594319	0.0290807918033	0.0143999866544	0.0198900491193	0.0168221041447	0.0162043765842	0.0347779424714	0.0167801133039	0.0210769343297	0.0384683693107	0.0176322725244	0.0301589435903	0.0145117791108	0.0259019529178	0.072078850507	0.0474121119991	0.0159258690835	0.0397913718881	0.029361185104	0.0193782788903
from_Z_34	0.0138279647651	0.0306772025197	0.0455561180945	0.0944423246053	0.0228512107051	0.0181641202175	0.00823876543312	0.0138741070907	0.0173594123438	0.018227757967	0.0219573202263	0.0160252000892	0.0182826436237	0.0101194745134	0.0442690434012	0.01545935461	0.0146183059887	0.0119845329327	0.0080803952437	0.0638878385569	0.0168838179209	0.0154080110172	0.0365830178267	0.0144641037597	0.0221866665085	0.0237884594729	0.0310269838784	0.0118664112627	0.0194885013723	0.02883147327	0.0101663279109	0.056393879381	0.0163351960279	0.0106018578385	0.0191259390825	0.0316946409853	0.0104834561842	0.0580312802493	0.0187330420641	0.0400038410594
from_Z_35	0.00766224267361	0.0881830123029	0.0158987173427	0.0415628403293	0.00972682371656	0.0204256437543	0.0175992096071	0.0137757824288	0.013363576355	0.0241339366903	0.132891127959	0.0166143218537	0.0146512753329	0.0158401863141	0.066690487508	0.0121653565438	0.0112853508774	0.0145003739918	0.0103394093609	0.00982195177544	0.0260833914846	0.0103194407312	0.0154890449793	0.0187582885021	0.0478454985203	0.0129430675321	0.0196838899621	0.0110540244785	0.0157813064079	0.0128519535354	0.0203094557613	0.0234193460685	0.0143295094782	0.0212619935477	0.0119188834241	0.0772728449187	0.014035976005	0.0381428583753	0.01992294716	0.01144465241
from_Z_36	0.0143610436748	0.0197260672827	0.0126016659807	0.0574931617839	0.0656519105117	0.0300124083106	0.010709583476	0.0158418296145	0.010764268957	0.0126620102821	0.0145734462114	0.0116093859302	0.0265276754815	0.0125259008964	0.125178868072	0.0123816404366	0.0175903957359	0.0134975620638	0.0205960639094	0.0108732884499	0.0933223310032	0.0210208499252	0.0225363119189	0.0119416964515	0.0174218576626	0.0108443563309	0.0174722637549	0.0151854880668	0.0142160556788	0.0758511896204	0.010699152729	0.0247387465576	0.0117192737323	0.0121890819654	0.012898734207	0.0308216144258	0.0130945703211	0.0275582906238	0.0241058094312	0.0171841485328
from_Z_37	0.0376915553971	0.0319638333529	0.00783019186638	0.0355041829531	0.0233886178833	0.0130662134769	0.0192404799341	0.0275564467422	0.00852256992404	0.0365922873997	0.029143565563	0.0114333589679	0.0264175825706	0.00858591298867	0.0223104571882	0.0153055520042	0.0193570329802	0.0176225929635	0.00579026210034	0.013284291995	0.0245974958455	0.0716012932266	0.0127643777304	0.0220862006878	0.0519922377936	0.0109228903989	0.0264321219928	0.0205465236572	0.0130574381647	0.0139444264324	0.0184817755664	0.0262824679978	0.0335550342622	0.0186506798247	0.0199754593187	0.131311790365	0.0109045291112	0.0274482341701	0.02541684708	0.00942118812264
from_Z_38	0.0065802258073	0.055206668565	0.018037967983	0.0670222264548	0.0156559184562	0.0240189662127	0.00657614351459	0.0201023227996	0.00783989193684	0.0111353968702	0.0440383975595	0.00947099898912	0.0107358345162	0.0158709528503	0.203619955014	0.0101352245504	0.0140413918775	0.0160997906806	0.0125196400547	0.0119592808435	0.041092792662	0.00882685308726	0.0171506790903	0.00855322630579	0.0160098258438	0.00703580492256	0.021788747111	0.0085753015129	0.0139533288279	0.0125306269909	0.0132617558059	0.0269706313921	0.00764477120072	0.0260288606129	0.0140872978148	0.0304403875817	0.0135909296611	0.106923729535	0.0136031276908	0.0112641268143
from_Z_39	0.0175955335164	0.0511546773006	0.0125814614309	0.0448312672023	0.0254700371531	0.0206611863014	0.0120042430549	0.0198519671825	0.0103113326165	0.0187052153746	0.0342689113771	0.0155997835112	0.0193261336795	0.0251710813906	0.0166213870016	0.0149195858642	0.0228515527921	0.015879210736	0.0220038121666	0.0157077937446	0.0214470240173	0.01843130337	0.0402772516391	0.0160672218539	0.0401748851257	0.00964901903981	0.0216826008979	0.0179533621421	0.0195127875678	0.0297878942162	0.0194886106351	0.026676970828	0.015040266917	0.0264749007189	0.0197358855829	0.0357969341548	0.0142733501124	0.0702490238481	0.0254893412594	0.0762751926769
