Z_0	0.659351889305
Z_1	0.29575274019
Z_2	0.401600335783
Z_3	0.343505448201
Z_4	0.496647620029
Z_5	0.332438079711
Z_6	0.464613144485
Z_7	0.480577274998
Z_8	0.577240043272
Z_9	0.448732445103
Z_10	0.65812077611
Z_11	0.534643569634
Z_12	0.519524153208
Z_13	0.415357298257
Z_14	0.57092994591
Z_15	0.468005041722
Z_16	0.60999871315
Z_17	0.389596864996
Z_18	0.248540182745
Z_19	0.717715501685
Z_20	0.287136937923
Z_21	0.537321219516
Z_22	0.402608224113
Z_23	0.52888394533
Z_24	0.415389392953
Z_25	0.35270572337
Z_26	0.303076251142
Z_27	0.632677318301
Z_28	0.52472607537
Z_29	0.586890003496
